Artist,Song,Total Stream,MediumPositionsINTERN,MediumPositionsALL,PresenceIN,Markets,Acousticness,Danceability,Energy,Instrumentalness,Liveness,Loudness,Speechiness,Valence,Key,Mode,Duration_ms,Tempo,Genre
Patron,WhatsApp,101681,17.0,0.27,1,79,232,884,468,0.00193,101,-10021,257,459,2,1,199018,107.94,turkish hip hop
Paul McCartney,Wonderful Christmastime [Edited Version] - Remastered 2011 / Edited Version,2285,19.0,0.31,1,1,322,774,511,0,0.0672,-8914,0.0319,771,11,1,227653,94736,album rock
Paul Rey,Talking In My Sleep,109442,6.0,0.1,1,78,0.18,0.59,516,0,113,-7958,0.0632,142,0,1,178531,81976,swedish pop
Payal Dev,"Tum Hi Aana (From ""Marjaavaan"")",67545,24.0,0.39,1,79,629,473,401,1.17e-05,154,-7018,0.0241,345,4,0,249127,90076,modern bollywood
Pedro Sampaio,SENTADÃO,433113,4.0,0.06,1,78,178,0.68,869,0,223,-1.94,0.0589,924,6,1,143448,173997,baile pop
Perry Como,It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),2535,14.0,0.23,1,79,0.76,725,276,0,116,-12.25,0.0599,717,7,1,155933,112.89,adult standards
Pete Parkkonen,Voimaa ja valoa,16399,44.0,0.71,1,78,0.00692,559,724,0,105,-5574,29,279,7,1,250000,147915,finnish dance pop
Phan Mạnh Quỳnh,Có Chàng Trai Viết Lên Cây,10620,23.0,0.37,1,79,969,516,446,0.000415,128,-9384,0.0345,144,0,0,305786,88803,v-pop
Phoenix Rdc,Vencedor,15795,28.0,0.45,1,79,849,496,681,0,206,-5829,375,491,0,0,260800,87277,hip hop tuga
Pika Chiu,太陽,28756,6.0,0.1,1,79,327,612,595,0,127,-5349,0.0324,227,3,1,262400,124.03,taiwan singer-songwriter
Pinguini Tattici Nucleari,Ringo Starr,284554,6.0,0.1,1,79,304,754,925,0,313,-2912,0.0512,857,4,0,183333,114077,italian alternative
Piruka,Louco,29010,6.0,0.1,1,79,492,727,0.51,0,146,-6706,145,586,8,1,244000,78016,hip hop tuga
Piso 21,Pa' Olvidarme De Ella,437283,29.25,0.47,8,78,259,728,542,0,136,-5195,0.0514,637,0,1,227234,90016,colombian pop
Piso 21,Te Vi,41018,47.0,0.76,1,78,0.0446,877,777,3.46e-05,0.0863,-4246,117,706,1,1,231848,102.02,colombian pop
Pk,Quando a vontade bater (Participação especial de PK Delas),14484,33.0,0.53,1,78,539,621,0.7,0,152,-5502,247,704,8,1,166400,149902,no genres
Plutónio,Lucy Lucy,12794,45.0,0.73,1,79,128,707,661,0.00109,156,-8274,286,226,8,1,193502,150088,hip hop tuga
Plutónio,Somos Iguais,24502,10.0,0.16,1,79,306,645,699,0.000291,118,-7634,174,574,6,1,237680,91704,hip hop tuga
Plutónio,Vergonha na Cara,13423,42.0,0.68,1,79,209,891,654,0.000176,0.0593,-7648,347,784,5,1,196865,125.12,hip hop tuga
Polo G,Go Stupid,758575,29.33,0.47,3,79,0.0277,0.92,833,0,0.0596,-3.18,253,645,1,1,165726,141033,chicago rap
Post Malone,Circles,1878253,23.97,0.39,31,79,192,695,762,0.00244,0.0863,-3497,0.0395,553,0,1,215280,120042,dfw rap
Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,124424,47.0,0.76,3,79,533,755,522,0,0.0685,-4368,0.0575,925,2,1,157560,89.96,dfw rap
Powfu,death bed (feat. beabadoobee),1517577,29.96,0.48,24,79,731,726,431,0,696,-8765,135,348,8,0,173333,144026,emo rap
Preslava,Piyan,1171,43.0,0.69,1,79,0.0826,695,834,0,0.0706,-5594,0.0806,782,5,0,227848,157956,bulgarian pop
Pritam,Haan Main Galat,110795,6.0,0.1,1,79,125,683,737,0.0106,103,-5.66,0.0501,919,0,1,218644,117995,desi pop
Pritam,Mehrama,79920,17.0,0.27,1,79,861,0.56,632,13,0.0985,-9033,0.0334,373,7,1,249416,107987,desi pop
Pritam,Shayad,142266,1.0,0.02,1,79,785,483,468,0,152,-7642,0.0341,319,8,1,247941,135864,desi pop
ProfJam,HEI,18804,18.0,0.29,1,79,648,873,0.52,0.0611,91,-10374,78,544,5,0,208000,120012,hip hop tuga
Prusax,Autopilots,1798,30.0,0.48,1,79,241,854,658,0,0.0744,-7405,414,809,0,1,167926,161856,no genres
Pyhimys,Fuck the World,18000,34.0,0.55,1,79,0.47,422,548,0,106,-7971,134,636,6,1,164960,88088,finnish dance pop
Pyhimys,v!@%#mikko,16205,46.0,0.74,1,79,0.0848,861,798,0,142,-6814,0.14,679,0,1,187587,107978,finnish dance pop
Púr Múdd,Ooh Aah,5003,2.0,0.03,1,79,0.00882,714,0.77,0.00012,117,-6596,0.0384,379,10,1,161216,123001,estonian pop
Quebonafide,JESIEŃ,81856,5.0,0.08,1,79,104,807,617,0.00668,0.0847,-6798,173,376,9,1,213782,97006,italian hip hop
Quebonafide,ROMANTICPSYCHO,61310,10.0,0.16,1,79,703,465,682,0,136,-7367,354,794,7,0,215749,155616,italian hip hop
RH,Klovne,48042,8.0,0.13,1,79,246,861,545,0.000131,0.15,-6776,0.19,629,3,0,133742,106067,neo mellow
RIN,Alien,213535,37.5,0.6,2,79,298,835,601,0,111,-6411,0.0562,853,6,1,208947,137998,classic italian pop
Rachel Liang,那女孩對我說,20055,24.0,0.39,1,79,399,547,496,0,0.0816,-7964,0.0251,227,7,1,268875,79971,mandopop
Racoon,Het Is Al Laat Toch,149785,10.0,0.16,1,79,848,575,369,0.000106,129,-7993,0.0296,509,9,1,208758,81985,dutch pop
Random,Chiasso,103226,44.0,0.71,1,79,246,721,451,0,101,-13285,192,0.46,6,0,182229,91999,italian arena pop
Rauw Alejandro,Fantasias,930254,22.62,0.36,16,79,143,879,703,0,0.0569,-4219,0.0701,788,1,1,199711,94004,latin
Rauw Alejandro,Tattoo,877582,32.69,0.53,13,79,0.0217,755,617,0,0.0625,-5144,182,745,9,1,202887,193896,latin
Raylee,Wild,35230,35.0,0.56,1,79,0.0842,783,774,0,0.0857,-3797,0.0673,0.77,11,0,176913,105026,norwegian pop
Red Velvet,Psycho,254710,21.33,0.34,6,79,193,664,666,0,0.0854,-2203,0.0446,405,8,1,210560,139987,k-pop
Regard,Ride It,880850,31.42,0.51,19,79,177,0.88,751,6.43e-05,106,-4258,0.0874,884,7,0,157606,117948,pop edm
Reik,Indeciso,199658,36.0,0.58,3,79,182,738,748,0,0.11,-4902,0.0453,896,0,1,217253,94949,latin
Reket,Ma Kuulsin Seda Läbi Viinamarjaväädi,1428,44.0,0.71,1,79,0.0234,689,433,0.00598,129,-11607,287,156,4,0,188486,134862,estonian hip hop
Renne Dang,Kytky z pumpy,9215,21.0,0.34,1,79,0.0175,577,543,0,113,-8443,197,512,2,1,187447,75721,czsk hip hop
Residente,René,1799293,9.94,0.16,17,79,435,486,388,0,196,-9326,126,467,0,1,457592,90471,venezuelan hip hop
Reto,Co Cię trapi,52531,16.0,0.26,1,79,148,562,754,0,0.0932,-6195,317,555,10,0,190529,149071,no genres
Reynmen,Dolunay,80060,28.0,0.45,1,79,547,558,506,6.69e-06,0.0907,-7788,0.0543,332,0,1,199023,109942,turkish hip hop
Reynmen,Leila,210327,5.0,0.08,1,79,132,665,735,4.98e-06,144,-6059,0.0458,259,1,1,169714,104952,turkish hip hop
Reynmen,Yoksun Başımda,88983,24.0,0.39,1,79,0.0927,632,634,5.64e-05,226,-6746,0.0575,341,3,0,179744,87963,turkish hip hop
Rich Brian,100 Degrees,91233,46.0,0.74,1,78,118,756,648,0,515,-5287,0.0731,657,0,1,166146,80979,indonesian hip hop
Rich Music LTD,Perreo en La Luna,135685,22.0,0.35,3,79,268,711,757,0,367,-4188,0.29,724,1,0,218587,174013,no genres
Rich Music LTD,Quizas,568325,40.73,0.66,11,79,0.0258,727,815,0,231,-2454,153,677,3,1,216067,176075,no genres
Rich Music LTD,Uniforme,9947,45.0,0.73,1,79,0.0656,739,863,0,254,-3667,139,773,9,1,279280,173946,no genres
Ringnes-Ronny,Valhalla,37604,30.0,0.48,1,79,0.0889,661,648,0,832,-7759,0.0365,0.66,11,1,184753,95001,russelater
Riton,Turn Me On (feat. Vula),95558,48.0,0.77,3,79,0.0149,737,828,0.000583,0.0862,-4711,0.0396,517,11,1,208474,124052,house
Ritviz,Liggi,44887,49.0,0.79,1,79,0.0112,786,667,0.0533,74,-8272,0.0539,688,5,1,181176,102.05,desi hip hop
Robin Bengtsson,Take A Chance,73418,21.0,0.34,1,79,203,706,608,0,185,-7212,152,391,7,1,181778,134979,europop
Robin Schulz,In Your Eyes (feat. Alida),411300,22.6,0.36,5,78,177,0.57,672,0,0.0768,-5.89,0.0723,448,8,0,208222,120019,dance pop
Rocco Hunt,Stu core t'apparten,142150,25.0,0.4,1,79,361,536,551,0,0.0952,-6831,421,471,8,0,149910,158987,italian hip hop
Rocco Hunt,Ti volevo dedicare (feat. J-AX & Boomdabash),172411,15.0,0.24,1,79,0.0104,754,725,0,192,-6058,0.0661,271,8,1,208133,120002,italian hip hop
Rochak,"Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")",99400,10.0,0.16,1,79,585,717,382,0,128,-8237,57,481,7,1,200992,87038,modern bollywood
Rochy RD,Rumba,5354,50.0,0.81,1,79,0.0381,859,919,0.00468,0.14,-1979,275,572,10,1,195291,118128,dominican pop
Roddy Ricch,High Fashion (feat. Mustard),1043576,30.0,0.48,5,78,269,831,499,0,0.3,-8442,114,511,11,0,220487,97956,melodic rap
Roddy Ricch,The Box,4680768,9.62,0.16,39,78,104,896,586,0,0.79,-6687,0.0559,642,10,0,196653,116971,melodic rap
Rombai,Japón,5267,49.0,0.79,1,79,191,664,627,0.00276,136,-4712,431,791,7,1,146232,204135,cumbia pop
Romy,"Pyaar Tenu Karda Gabru (From ""Shubh Mangal Zyada Saavdhan"")",62219,28.0,0.45,1,79,0.0205,808,901,0.000762,262,-1944,0.0907,709,1,1,165582,93026,dutch pop
Ronghao Li,年少有為,23375,16.0,0.26,1,77,322,518,462,3.13e-06,117,-8471,0.0277,289,10,1,279147,131892,cantopop
Roxen,Ce-Ţi Cântă Dragostea,5260,22.0,0.35,1,79,173,838,649,1.93e-06,149,-5806,193,746,11,1,193333,117004,eurovision
Rvfv,Prendio (Remix),170779,25.0,0.4,1,79,0.19,748,764,0,0.0816,-5677,0.0615,754,4,0,191185,125065,trap espanol
Rácz Gergõ,Mostantól,11078,9.0,0.15,1,79,153,747,678,0,0.0966,-6887,0.0453,469,2,0,211200,100026,hungarian pop
SAINt JHN,Roses - Imanbek Remix,1712787,14.52,0.23,29,70,0.0167,0.77,724,0.0105,353,-5484,0.0495,898,8,1,176840,121974,melodic rap
SHAED,Trampoline (with ZAYN),70773,32.0,0.52,4,79,0.56,619,459,0,137,-5782,0.0334,498,7,0,184280,126803,electropop
SIX60,Long Gone,25578,16.0,0.26,1,1,504,655,416,0,0.0804,-6449,0.0724,536,2,1,178080,91.85,australian pop
SIX60,Never Enough,16929,44.0,0.71,1,1,121,0.76,0.65,4.89e-05,153,-5872,0.0323,0.8,8,1,171016,142024,australian pop
SIX60,Please Don't Go,25139,18.0,0.29,1,1,364,0.7,0.52,0,201,-6427,192,704,4,0,159728,175943,australian pop
SIX60,Raining,18739,36.0,0.58,1,1,0.23,658,669,0.000442,0.1,-4851,0.0441,575,1,1,182325,119923,australian pop
SIX60,The Greatest,23439,23.0,0.37,1,1,0.33,623,628,1.9e-05,195,-5839,0.0479,338,2,1,171404,93048,australian pop
STEIN27,Maria - Acoustic,6746,41.0,0.66,1,78,845,439,233,0,105,-10762,0.0301,246,0,0,193980,109.3,czsk hip hop
SZA,The Other Side (from Trolls World Tour),82248,43.33,0.7,3,79,0.00277,761,607,0,132,-6274,0.0964,0.71,7,1,188187,105979,alternative r&b
Sachet Tandon,"Bekhayali (From ""Kabir Singh"")",58191,31.0,0.5,1,79,0.45,308,585,0,319,-5.18,0.0428,345,9,0,371791,171843,desi pop
Sachet Tandon,"Humraah (From ""Malang - Unleash The Madness"")",89914,12.0,0.19,1,79,176,468,854,0,126,-3932,59,277,11,0,299822,155867,desi pop
Sachet Tandon,"Mere Sohneya (From ""Kabir Singh"")",59683,29.0,0.47,1,79,558,376,643,0,217,-5713,0.0411,646,9,1,193356,136224,desi pop
Sadam,Mpate Skiloi,4836,43.0,0.69,1,79,269,785,601,0,0.0568,-11403,285,0.17,1,1,178233,72032,greek trap
Safeplanet,คำตอบ,26051,28.0,0.45,1,78,303,372,0.83,401,117,-5789,0.0336,535,2,1,319750,175997,thai indie pop
Sagopa Kajmer,Toz Taneleri,68872,36.0,0.58,1,79,0.0266,628,725,0,0.0549,-7387,0.11,458,7,1,269002,173952,turkish hip hop
Sam Feldt,Post Malone (feat. RANI),83355,43.0,0.69,1,78,0.0771,0.59,642,0,105,-3.87,122,651,7,1,174444,107356,dance pop
Sam Smith,Have Yourself A Merry Little Christmas,1626,34.0,0.55,1,79,957,438,178,0,316,-9402,0.0414,344,5,1,170964,75248,pop
Sam Smith,How Do You Sleep?,19986,36.0,0.58,1,79,153,477,682,0,0.0763,-4931,0.0925,345,1,0,202205,110567,pop
Sam Smith,To Die For,394340,33.3,0.54,10,79,832,483,361,4.66e-06,98,-7889,0.0738,307,0,1,193795,171649,pop
Sammi Cheng,我們都是這樣長大的,6824,28.0,0.45,1,78,716,427,409,0,0.0958,-10.06,0.0306,0.37,5,1,283184,159826,c-pop
Samra,Mon Ami,183095,43.0,0.69,2,79,188,801,731,0,111,-3723,383,537,8,1,138409,105666,german hip hop
Samra,Schüsse im Regen,315977,27.33,0.44,3,79,104,772,799,0,111,-3481,291,449,5,0,152299,97029,german hip hop
Samra,Weiss,328062,23.75,0.38,4,79,393,0.6,525,0,111,-6585,423,436,2,0,162702,96989,german hip hop
Samra,Zu Ende,240096,31.0,0.5,2,79,307,707,747,0,183,-5212,279,491,8,0,197861,80025,german hip hop
Season Five,เมื่อคืน,21947,41.0,0.66,1,79,561,573,0.8,0,185,-4954,0.0443,617,5,1,245000,138041,thai idol
Sebastian Yatra,TBT,31819,39.0,0.63,3,79,0.0362,794,855,0,142,-1959,0.0466,639,2,1,239133,91963,colombian pop
Sech,Si Te Vas,272502,41.2,0.66,10,79,0.0934,732,644,4.54e-06,143,-4124,132,554,0,1,204907,174.1,panamanian pop
Sele,Vgazei Story,6740,23.0,0.37,1,79,378,587,0.55,0.000708,0.0706,-5491,134,534,0,0,213000,100.01,dance pop
Selena Gomez,Feel Me,49777,40.17,0.65,6,79,0.44,0.71,808,0.000773,0.0734,-6703,0.0433,392,2,0,226003,99989,dance pop
Selena Gomez,Lose You To Love Me,44277,34.67,0.56,3,79,556,488,343,0,0.21,-8985,0.0436,0.0978,4,1,206459,102819,dance pop
Selena Gomez,Rare,12837,49.0,0.79,1,79,208,838,545,8.01e-05,103,-6713,0.0706,631,5,1,220590,114998,dance pop
Sensey,Neonový město,6734,43.0,0.69,1,79,483,644,559,0.32,124,-8486,0.0953,437,8,0,174500,159.97,francoton
Separ,Og,7131,4.0,0.06,1,79,395,725,943,0,0.0791,-2907,387,422,5,0,200471,170232,czsk hip hop
Sezen Aksu,Ben De Yoluma Giderim,204678,6.0,0.1,1,79,839,0.65,315,0,0.0919,-8954,0.0463,278,1,0,200871,137932,turkish pop
Sezen Aksu,Yetinmeyi Bilir Misin?,102544,16.0,0.26,1,79,862,586,205,0,127,-8507,0.0871,465,9,0,160340,125493,turkish pop
Sha Sha,Tender Love (feat. DJ Maphorisa & Kabza De Small),4464,33.0,0.53,1,79,0.00591,845,394,312,54,-14365,55,447,10,0,444475,113015,afro house
Shade,Allora ciao,132038,29.0,0.47,1,78,0.11,0.6,649,0,116,-7443,0.09,747,5,1,166254,155875,italian arena pop
Shakin' Stevens,Merry Christmas Everyone,1994,23.0,0.37,1,1,129,534,905,0,128,-3315,0.0369,961,9,1,220160,202899,classic uk pop
Shakira,Me Gusta,560298,30.7,0.5,10,79,0.0559,775,696,0.00184,157,-5184,0.0681,775,1,0,190570,92007,colombian pop
Shawn Mendes,Señorita,329640,28.06,0.45,17,79,0.0392,759,548,0,0.0828,-6049,29,749,9,0,190800,116967,canadian pop
Sheppard,Die Young,74119,45.0,0.73,1,77,224,572,788,0,168,-5318,52,281,2,1,235500,119955,australian indie
Shi Shi,Someday or One day,21699,20.0,0.32,1,79,497,436,412,1.69e-06,114,-7937,28,325,7,1,252254,167855,mandopop
Shirley Chen,你的酒馆对我打了烊,19160,30.0,0.48,1,79,691,604,555,0,0.15,-7788,0.0395,457,0,0,251429,168019,mainland chinese pop
Shirley Chen,绿色,20016,25.0,0.4,1,79,386,703,561,0,0.9,-5567,0.0297,436,3,1,269591,121991,mainland chinese pop
Shiva,Calmo - feat. tha Supreme,135901,27.0,0.44,1,79,0.0722,579,824,0,259,-5356,296,477,7,1,151084,165854,italian hip hop
Shiva,Chance (feat. Capo Plaza),97020,50.0,0.81,1,79,144,668,681,0,0.27,-6555,405,0.3,9,1,182400,86358,italian hip hop
Sido,2002,155615,44.0,0.71,1,79,213,657,691,0,99,-7907,236,493,8,0,237157,160106,german hip hop
Sisters On Wire,Taip Jau Gavosi,1909,33.0,0.53,1,79,131,679,626,0.00453,153,-8543,0.0273,254,9,0,190385,97992,lithuanian pop
Skusta Clee,Zebbiana,111832,30.0,0.48,1,79,545,677,433,0,105,-8518,37,498,8,1,304664,134006,opm
Snelle,Reünie,74879,44.0,0.71,1,79,674,508,0.35,0,587,-9205,152,509,9,1,172063,96478,dutch hip hop
Snelle,Smoorverliefd,236697,4.5,0.07,2,79,598,534,314,0,103,-8717,0.0381,442,11,1,177501,91.12,dutch hip hop
Snelle,Ze Kent Mij,80384,41.0,0.66,1,79,492,547,464,3.66e-05,0.0898,-8518,0.0735,356,2,1,190656,103094,dutch hip hop
Snik,BIG MAN,6135,29.0,0.47,1,79,0.0932,0.85,854,0,0.0976,-4176,234,481,1,0,181500,160.04,greek hip hop
Snik,Colpo Grosso,4965,41.0,0.66,1,79,397,611,834,0,174,-3708,0.23,0.85,6,0,273548,93066,greek hip hop
Snik,Senorita,6803,22.0,0.35,1,79,111,476,684,8.89e-05,169,-7804,239,529,11,0,178960,172648,greek hip hop
Sobel,Impreza,46088,23.0,0.37,1,79,28,0.92,363,0.0118,0.0854,-11.92,0.0933,558,11,1,165747,120002,no genres
Sofi Tukker,Purple Hat,91030,38.0,0.61,1,1,331,777,744,0.0073,88,-7.42,204,654,9,1,178369,94019,electropop
Solo Ansamblis,Neturėjom Dainos,1913,32.0,0.52,1,79,933,841,483,812,0.0856,-12.67,0.05,456,2,1,300390,111.02,lithuanian pop
Soolking,Meleğim,280205,18.0,0.29,2,79,119,686,698,0,323,-4675,0.07,0.55,3,0,221815,94958,french hip hop
Soulstice,Ivana,135036,22.0,0.35,1,79,281,0.87,483,0,0.0526,-7441,297,611,8,1,246550,100012,no genres
Specktors,Gutterne,33212,20.0,0.32,1,78,0.0851,892,756,9.05e-06,334,-4274,0.0976,741,1,1,148439,123989,dakke dak
Stamp,1%,39295,11.0,0.18,1,79,583,629,573,3.61e-05,117,-7.57,0.0354,529,8,1,270138,116085,thai pop
Stamp,แอบดี (How to live without you),36978,13.0,0.21,1,79,454,629,598,2.82e-05,204,-6654,0.0304,442,0,1,241125,103979,thai pop
Static & Ben El,"Further Up (Na, Na, Na, Na, Na)",6167,48.0,0.77,1,78,0.0148,0.8,876,0,218,-882,113,912,6,1,151873,100025,israeli pop
Static & Ben El,We,6924,31.0,0.5,1,1,301,0.76,699,0,241,-5.17,123,787,10,0,150841,106.95,israeli pop
Stormzy,Own It (feat. Ed Sheeran & Burna Boy),437582,17.5,0.28,4,78,0.00838,817,781,5.21e-06,123,-4178,112,359,7,0,216707,104.0,grime
Stormzy,Vossi Bop,122911,44.0,0.71,1,78,0.13,682,653,0.00116,129,-6062,339,428,8,1,196267,188115,grime
Sukima Switch,奏(かなで),47209,46.0,0.74,1,77,553,519,666,0.000169,0.0948,-6163,0.0262,461,10,1,328627,149839,j-pop
Superfly,愛をこめて花束を,47334,45.0,0.73,1,1,151,0.37,0.8,3.33e-06,89,-3403,0.0436,451,7,1,295600,161934,j-pop
Surfaces,Sunday Best,1687983,30.23,0.49,22,79,183,878,525,0,0.0714,-6832,0.0578,694,5,1,158571,112022,bedroom soul
Suspekt,Gonzo,51857,5.0,0.08,1,79,0.0286,748,524,4.51e-05,154,-9.48,265,305,1,1,172507,99975,danish hip hop
Suspekt,Vil Du Med…,62091,3.0,0.05,1,79,0.0941,832,631,1.29e-06,0.0995,-10537,0.26,299,7,1,214440,104978,danish hip hop
Suzan & Freek,Deze Is Voor Mij,72112,49.0,0.79,1,79,202,781,679,0,0.0959,-6418,29,781,2,1,205091,109979,dutch pop
Szpaku,Na Osiedlu,37128,47.0,0.76,1,79,378,648,863,0,0.0914,-5818,395,578,9,0,205714,139926,polish hip hop
Szpaku,OVERHYPE9000,44739,25.0,0.4,1,79,598,584,833,0,202,-4067,363,627,7,0,188800,75313,polish hip hop
Séra Bjössi,Ég Er Svo Flottur,4807,7.0,0.11,1,79,208,842,679,0,321,-6976,205,402,1,1,182000,120006,icelandic hip hop
Sơn Tùng M-TP,Hãy Trao Cho Anh,10386,25.0,0.4,1,79,0.0897,715,724,0.000269,157,-4854,0.0425,818,3,0,245659,96014,v-pop
T. Danny,Megmondtam,6818,31.0,0.5,1,79,0.0506,898,637,0.00221,127,-4773,0.0845,386,4,1,196286,140009,hungarian pop
THE ROOP,On Fire,8343,1.0,0.02,1,79,279,0.72,738,0,816,-3.9,216,474,8,1,170225,122021,lithuanian pop
TINI,Fresa,102006,38.5,0.62,2,79,216,781,866,0,101,-3493,0.0867,864,5,0,165646,95993,latin pop
TINI,Recuerdo,147528,16.5,0.27,2,79,114,797,639,0,0.0589,-4317,387,677,1,1,200961,175.94,latin pop
TIX,Jævlig,29235,47.0,0.76,1,79,0.00243,503,947,0,141,-3064,318,369,7,1,137997,150053,italian hip hop
TOQUEL,Business,5035,38.0,0.61,1,79,356,792,687,0,103,-6647,109,803,0,0,198359,149.92,greek hip hop
TOQUEL,Netflix,4573,48.0,0.77,1,79,282,803,556,0,106,-7866,0.0636,353,4,0,232776,100046,greek hip hop
TOQUEL,Sandra,4967,40.0,0.65,1,79,229,0.78,759,3.9e-06,319,-6818,0.0604,395,4,0,178089,93009,greek hip hop
TOQUEL,Stars,5469,33.0,0.53,1,79,68,725,701,0,128,-7718,108,118,4,1,167167,94031,greek hip hop
Taco Hemingway,W PIĄTKI LEŻĘ W WANNIE,40998,37.0,0.6,1,79,743,793,496,0,111,-11091,198,269,0,1,220080,103014,polish hip hop
Tainy,Adicto (with Anuel AA & Ozuna),290985,40.33,0.65,9,79,17,734,836,1.64e-05,179,-4803,0.0735,623,10,0,270741,80002,pop reggaeton
Tanishk Bagchi,Makhna,102419,9.0,0.15,1,79,167,696,704,0,155,-7876,0.0423,426,1,1,183000,124972,desi pop
Tessa,Ben,34725,17.0,0.27,1,79,398,897,536,0,338,-5612,308,0.71,1,0,176129,92984,indie pop
The Chainsmokers,Call You Mine,3575,47.0,0.76,1,79,204,585,696,0,344,-5.6,0.0307,522,4,0,217640,104.01,electropop
The Chainsmokers,Closer - Tokyo Remix,60252,25.0,0.4,1,1,308,723,539,0,109,-5149,0.0391,635,8,1,246787,95001,electropop
The Chainsmokers,Takeaway,3406,50.0,0.81,1,79,126,528,511,0,101,-8144,0.0324,351,3,1,209880,100.1,electropop
The Cratez,Skifahren (feat. Joshi Mizu),176939,42.0,0.68,2,3,224,719,706,2.37e-06,151,-6.89,253,452,5,0,162651,133926,german hip hop
The Jackson 5,I Saw Mommy Kissing Santa Claus,1549,37.0,0.6,1,1,301,571,585,1.91e-05,688,-11694,0.0548,732,3,1,179667,128487,adult standards
The Jackson 5,Santa Claus Is Coming To Town,1718,29.0,0.47,1,1,277,696,564,0.000353,133,-10803,0.0371,932,0,1,148160,146709,adult standards
The Juans,Hindi Tayo Pwede,180683,12.0,0.19,1,79,437,283,281,0.00114,102,-11414,35,127,11,1,303937,79919,opm
The Mamas,Move,106115,7.0,0.11,1,78,101,465,784,0,213,-2661,51,566,9,1,168255,102782,brill building pop
The Parkinson,แค่นี้...พอ,23371,34.0,0.55,1,79,0.32,651,546,0,172,-7522,0.0282,608,10,0,229500,144.0,thai pop
The Pogues,Fairytale of New York (feat. Kirsty MacColl),1512,40.0,0.65,1,78,501,319,651,4.73e-05,241,-6335,0.0342,474,2,1,272200,118501,celtic
The Ronettes,Sleigh Ride,1837,26.0,0.42,1,2,457,527,768,2.36e-06,304,-7557,0.0304,799,2,1,180833,91.75,adult standards
The Rubens,Live In Life,101622,32.0,0.52,1,71,147,695,691,2.21e-06,152,-4.73,0.0351,563,5,0,216448,104015,australian hip hop
The Toys,ทิ้งแต่เก็บ - เพลงประกอบภาพยนตร์ ฮาวทูทิ้ง..ทิ้งอย่างไร ไม่ให้เหลือเธอ,30995,22.0,0.35,1,79,899,324,222,0.0518,134,-10322,0.0351,187,10,1,150625,76975,thai pop
The Weeknd,After Hours,1610619,26.9,0.43,29,79,0.0938,663,567,0.00978,124,-5941,0.0309,139,5,0,361947,108959,canadian contemporary r&b
The Weeknd,Blinding Lights,5640387,12.2,0.2,50,79,0.00147,513,796,0.000209,0.0938,-4075,0.0629,345,1,1,201573,171017,canadian contemporary r&b
The Weeknd,Heartless,1557,26.0,0.42,1,79,0.00632,531,0.75,7.6e-05,117,-5831,111,198,10,0,200080,169954,canadian contemporary r&b
Thiaguinho MT,Tudo Ok,414027,8.0,0.13,1,79,239,814,755,0,306,-6164,0.0942,963,11,0,178500,79975,funk carioca
Three Man Down,ฝนตกไหม,57935,3.0,0.05,1,79,0.11,0.44,892,0,118,-3099,0.0379,586,4,1,262967,163.95,thai indie pop
Three Man Down,เลือกคนที่เขารักเรา,42592,8.0,0.13,1,79,0.0899,536,774,0,324,-5869,0.0331,746,0,1,228500,93.97,thai indie pop
Tiger Hu,你要的全拿走,17951,34.0,0.55,1,79,339,618,573,0,0.13,-5309,0.0363,157,4,1,299334,133986,mainland chinese pop
Tilly Birds,คิด(แต่ไม่)ถึง (Same Page?),51438,6.0,0.1,1,79,0.2,627,801,0,157,-4208,0.0305,811,10,1,266526,95031,thai indie rock
Timal,Ailleurs (feat. Maes),187081,12.0,0.19,1,78,423,623,0.81,0,105,-5336,0.0442,674,6,0,174067,101931,french hip hop
Timal,Copilote,108456,40.0,0.65,1,78,118,624,646,0,103,-5578,0.0495,419,5,0,186787,89878,french hip hop
Timal,Disponible,101810,43.0,0.69,1,78,0.28,751,679,0,96,-6151,0.16,382,0,1,202987,82011,french hip hop
Timal,La 13,135559,27.0,0.44,1,78,448,0.78,782,0,109,-5303,331,728,9,1,190880,126921,french hip hop
Timal,Promis (feat. PLK),151186,18.0,0.29,1,78,477,746,668,0,104,-5467,234,592,1,0,192133,77046,french hip hop
Timal,Routine,103435,41.0,0.66,1,78,64,608,762,0,109,-6007,0.0957,272,4,0,177827,160057,french hip hop
Timal,Week-end (feat. Leto),167680,16.0,0.26,1,78,216,846,694,0,0.0883,-4217,0.17,818,2,1,160973,151064,french hip hop
Tones and I,Dance Monkey,5114058,12.85,0.21,60,2,688,825,593,0.000161,0.17,-6401,0.0988,0.54,6,0,209755,98078,australian pop
Tones and I,Never Seen the Rain,303165,27.5,0.44,6,2,0.44,485,461,0,232,-5646,0.0444,324,9,1,200756,87009,australian pop
Tony Bennett,Winter Wonderland,1517,39.0,0.63,1,79,833,452,366,0,0.0789,-14.15,0.0415,629,0,0,133867,115006,adult standards
Tony Kakkar,"Dheeme Dheeme (From ""Pati Patni Aur Woh"")",51362,36.0,0.58,1,79,0.15,0.8,972,0.00337,351,-2053,0.0405,694,10,0,177383,110054,desi pop
